release_date,platform_split,count
2010-03-18,ruby,124
2010-03-18,x86mingw32,3
2010-03-18,x86mswin32,3
2010-03-19,ruby,102
2010-03-20,ruby,89
2010-03-20,x86mingw32,1
2010-03-21,ruby,133
2010-03-21,x86mingw32,1
2010-03-21,x86mswin32,1
2010-03-22,ruby,181
2010-03-22,x86mswin32,1
2010-03-23,java,1
2010-03-23,ruby,173
2010-03-24,java,1
2010-03-24,ruby,118
2010-03-24,x86mswin32,1
2010-03-25,ruby,139
2010-03-25,x86_64linux,1
2010-03-25,x86mingw32,2
2010-03-26,java,2
2010-03-26,ruby,110
2010-03-27,ruby,103
2010-03-27,universaljava,1
2010-03-28,ruby,101
2010-03-28,universaljava,1
2010-03-29,java,2
2010-03-29,ruby,170
2010-03-29,universaldotnet,1
2010-03-29,x86mingw32,2
2010-03-29,x86mswin32,2
2010-03-30,java,2
2010-03-30,ruby,185
2010-03-30,x86mingw32,1
2010-03-30,x86mswin32,1
2010-03-31,ruby,134
2010-03-31,x86mingw32,2
2010-03-31,x86mswin32,2
2010-04-01,darwin,1
2010-04-01,ruby,154
2010-04-01,x86darwin,1
2010-04-01,x86linux,1
2010-04-01,x86mingw32,1
2010-04-01,x86mswin32,2
2010-04-02,ruby,121
2010-04-03,java,1
2010-04-03,ruby,83
2010-04-04,ruby,102
2010-04-05,java,7
2010-04-05,ruby,171
2010-04-05,x86mingw32,1
2010-04-05,x86mswin32,1
2010-04-06,java,2
2010-04-06,ruby,154
2010-04-06,x86mingw32,1
2010-04-06,x86mswin32,1
2010-04-07,java,2
2010-04-07,ruby,169
2010-04-07,x86mingw32,2
2010-04-07,x86mswin32,2
2010-04-08,ruby,165
2010-04-08,universaljava,1
2010-04-09,java,1
2010-04-09,ruby,102
2010-04-09,x86mingw32,1
2010-04-09,x86mswin32,1
2010-04-10,darwin,2
2010-04-10,java,2
2010-04-10,ruby,90
2010-04-10,x86darwin,2
2010-04-10,x86linux,2
2010-04-10,x86mingw32,2
2010-04-10,x86mswin32,4
2010-04-11,java,1
2010-04-11,ruby,94
2010-04-11,x86mingw32,1
2010-04-11,x86mswin32,1
2010-04-12,ruby,158
2010-04-13,java,1
2010-04-13,ruby,178
2010-04-13,x86mswin32,1
2010-04-14,ruby,132
2010-04-15,java,2
2010-04-15,ruby,169
2010-04-15,x86mingw32,2
2010-04-15,x86mswin32,2
2010-04-16,ruby,122
2010-04-16,universaldarwin,2
2010-04-17,java,3
2010-04-17,ruby,96
2010-04-17,x86linux,1
2010-04-17,x86mingw32,3
2010-04-17,x86mswin32,3
2010-04-18,ruby,102
2010-04-19,java,3
2010-04-19,ruby,153
2010-04-19,x86mingw32,5
2010-04-19,x86mswin32,3
2010-04-20,java,1
2010-04-20,ruby,158
2010-04-20,x86mingw32,1
2010-04-20,x86mswin32,1
2010-04-21,java,5
2010-04-21,ruby,164
2010-04-21,x86linux,3
2010-04-21,x86mingw32,8
2010-04-21,x86mswin32,7
2010-04-22,java,11
2010-04-22,ruby,153
2010-04-22,x86mingw32,5
2010-04-22,x86mswin32,5
2010-04-23,java,2
2010-04-23,ruby,96
2010-04-23,universaljava,1
2010-04-23,x86linux,3
2010-04-23,x86mingw32,1
2010-04-24,ruby,97
2010-04-24,universaldarwin,1
2010-04-24,x86mingw32,2
2010-04-24,x86mswin32,2
2010-04-25,java,1
2010-04-25,ruby,117
2010-04-25,universaljava,1
2010-04-25,x86mingw32,1
2010-04-25,x86mswin32,1
2010-04-26,ruby,172
2010-04-26,x86mingw32,3
2010-04-26,x86mswin32,3
2010-04-27,java,1
2010-04-27,ruby,178
2010-04-27,x86mingw32,2
2010-04-27,x86mswin32,4
2010-04-28,java,1
2010-04-28,ruby,181
2010-04-28,universaljava,1
2010-04-28,x86mingw32,1
2010-04-28,x86mswin32,1
2010-04-29,ruby,146
2010-04-30,ruby,118
2010-04-30,x86linux,1
2010-04-30,x86mingw32,1
2010-04-30,x86mswin32,1
2010-05-01,java,2
2010-05-01,ruby,102
2010-05-01,x86mingw32,2
2010-05-01,x86mswin32,2
2010-05-02,ruby,117
2010-05-02,x86mswin32,3
2010-05-03,ruby,145
2010-05-04,java,1
2010-05-04,ruby,145
2010-05-04,x86mingw32,2
2010-05-04,x86mswin32,1
2010-05-05,java,8
2010-05-05,ruby,133
2010-05-06,ruby,149
2010-05-06,universaljava,1
2010-05-07,ruby,115
2010-05-07,x86mingw32,2
2010-05-07,x86mswin32,2
2010-05-08,java,4
2010-05-08,ruby,77
2010-05-08,x86mingw32,2
2010-05-08,x86mswin32,2
2010-05-09,ruby,88
2010-05-09,x86mingw32,1
2010-05-09,x86mswin32,1
2010-05-10,ruby,162
2010-05-10,x86mingw32,1
2010-05-10,x86mswin32,2
2010-05-11,ruby,134
2010-05-11,x86mswin32,1
2010-05-12,ruby,121
2010-05-13,java,4
2010-05-13,ruby,117
2010-05-13,universaldotnet,4
2010-05-14,ruby,97
2010-05-14,x86linux,1
2010-05-15,java,3
2010-05-15,mipsallegrexelunknown,1
2010-05-15,ruby,72
2010-05-15,x86linux,1
2010-05-15,x86mingw32,1
2010-05-15,x86mswin32,2
2010-05-16,mipsallegrexelunknown,1
2010-05-16,ruby,87
2010-05-17,java,3
2010-05-17,ruby,157
2010-05-17,x86mingw32,3
2010-05-17,x86mswin32,3
2010-05-18,java,9
2010-05-18,ruby,161
2010-05-18,universaldotnet,1
2010-05-18,x86mingw32,4
2010-05-18,x86mswin32,4
2010-05-19,java,1
2010-05-19,ruby,210
2010-05-19,universaldotnet,1
2010-05-19,x86mingw32,1
2010-05-19,x86mswin32,1
2010-05-20,ruby,122
2010-05-21,ruby,102
2010-05-21,x86mingw32,1
2010-05-22,java,2
2010-05-22,ruby,92
2010-05-22,x86mingw32,2
2010-05-22,x86mswin32,2
2010-05-23,ruby,100
2010-05-24,java,1
2010-05-24,ruby,164
2010-05-25,java,8
2010-05-25,ruby,149
2010-05-25,x86mingw32,1
2010-05-25,x86mswin32,1
2010-05-26,ruby,141
2010-05-26,x86mingw32,2
2010-05-26,x86mswin32,3
2010-05-27,ruby,210
2010-05-28,darwin,1
2010-05-28,ruby,95
2010-05-28,x86darwin,1
2010-05-28,x86linux,1
2010-05-28,x86mswin32,1
2010-05-29,ruby,95
2010-05-29,universaldarwin,1
2010-05-29,x86mingw32,1
2010-05-30,ruby,105
2010-05-31,ruby,116
2010-06-01,ruby,149
2010-06-01,x86linux,1
2010-06-02,ruby,154
2010-06-02,x86mingw32,2
2010-06-02,x86mswin32,2
2010-06-03,java,1
2010-06-03,ruby,130
2010-06-04,ruby,112
2010-06-05,ruby,71
2010-06-06,ruby,122
2010-06-06,x86mingw32,3
2010-06-06,x86mswin32,3
2010-06-07,ruby,200
2010-06-07,x86mingw32,1
2010-06-07,x86mswin32,1
2010-06-08,ruby,217
2010-06-08,x86mingw32,3
2010-06-08,x86mswin32,2
2010-06-09,java,1
2010-06-09,ruby,143
2010-06-09,x86mingw32,1
2010-06-09,x86mswin32,1
2010-06-10,ruby,171
2010-06-11,ruby,135
2010-06-12,ruby,115
2010-06-12,universaldarwin,1
2010-06-12,x86mingw32,1
2010-06-13,ruby,133
2010-06-14,java,2
2010-06-14,ruby,162
2010-06-14,universaldotnet,2
2010-06-14,x86mingw32,2
2010-06-14,x86mswin32,2
2010-06-15,java,2
2010-06-15,ruby,130
2010-06-15,universaldotnet,1
2010-06-15,x86mingw32,1
2010-06-15,x86mswin32,1
2010-06-16,ruby,136
2010-06-16,universaldarwin,1
2010-06-16,x86mingw32,1
2010-06-17,ruby,140
2010-06-18,java,1
2010-06-18,ruby,106
2010-06-18,x86mswin32,1
2010-06-19,ruby,96
2010-06-19,x86_64linux,1
2010-06-19,x86linux,1
2010-06-19,x86mingw32,1
2010-06-20,ruby,100
2010-06-21,java,1
2010-06-21,mipsallegrexelunknown,2
2010-06-21,ruby,169
2010-06-21,x86linux,1
2010-06-21,x86mingw32,1
2010-06-21,x86mswin32,1
2010-06-22,darwin,1
2010-06-22,ruby,155
2010-06-22,x86darwin,1
2010-06-22,x86linux,1
2010-06-22,x86mswin32,1
2010-06-23,java,1
2010-06-23,ruby,156
2010-06-24,ruby,133
2010-06-25,ruby,91
2010-06-25,x86mingw32,1
2010-06-26,ruby,51
2010-06-27,ruby,132
2010-06-28,ruby,148
2010-06-28,x86mingw32,1
2010-06-28,x86mswin32,1
2010-06-29,ruby,168
2010-06-30,ruby,149
2010-07-01,java,1
2010-07-01,ruby,126
2010-07-02,ruby,122
2010-07-03,ruby,72
2010-07-03,x86mingw32,1
2010-07-03,x86mswin32,1
2010-07-04,ruby,105
2010-07-05,ruby,130
2010-07-05,x86mingw32,1
2010-07-05,x86mswin32,1
2010-07-06,ruby,189
2010-07-07,java,1
2010-07-07,ruby,161
2010-07-07,x86mswin32,1
2010-07-08,java,1
2010-07-08,ruby,157
2010-07-08,universaljava,1
2010-07-09,java,2
2010-07-09,ruby,126
2010-07-10,ruby,114
2010-07-10,x86mingw32,2
2010-07-10,x86mswin32,2
2010-07-11,java,2
2010-07-11,ruby,113
2010-07-11,universaldotnet,2
2010-07-11,x86mingw32,2
2010-07-11,x86mswin32,2
2010-07-12,java,1
2010-07-12,ruby,159
2010-07-12,universaldotnet,1
2010-07-12,x86mingw32,1
2010-07-12,x86mswin32,1
2010-07-13,java,2
2010-07-13,ruby,149
2010-07-13,universaldotnet,2
2010-07-13,x86mingw32,2
2010-07-13,x86mswin32,2
2010-07-14,java,1
2010-07-14,ruby,175
2010-07-14,x86mingw32,3
2010-07-14,x86mswin32,6
2010-07-15,ruby,183
2010-07-15,x86mingw32,1
2010-07-15,x86mswin32,4
2010-07-16,java,1
2010-07-16,ruby,134
2010-07-16,universaldotnet,1
2010-07-16,x86mingw32,1
2010-07-16,x86mswin32,1
2010-07-17,ruby,87
2010-07-18,java,1
2010-07-18,ruby,138
2010-07-19,ruby,156
2010-07-19,x86mingw32,3
2010-07-19,x86mswin32,2
2010-07-20,java,9
2010-07-20,ruby,202
2010-07-20,x86mingw32,3
2010-07-20,x86mswin32,3
2010-07-21,ruby,184
2010-07-22,ruby,166
2010-07-23,ruby,135
2010-07-23,x86mingw32,1
2010-07-23,x86mswin32,1
2010-07-24,ruby,86
2010-07-24,x86mingw32,3
2010-07-24,x86mswin32,3
2010-07-25,java,2
2010-07-25,ruby,124
2010-07-25,universaldotnet,1
2010-07-25,x86mingw32,1
2010-07-25,x86mswin32,1
2010-07-26,java,5
2010-07-26,ruby,174
2010-07-26,x86mingw32,1
2010-07-26,x86mswin32,1
2010-07-27,java,1
2010-07-27,ruby,145
2010-07-27,x86mingw32,1
2010-07-28,java,2
2010-07-28,ruby,185
2010-07-28,x86mingw32,4
2010-07-28,x86mswin32,3
2010-07-29,java,1
2010-07-29,ruby,194
2010-07-29,x86mingw32,1
2010-07-29,x86mswin32,1
2010-07-30,java,3
2010-07-30,ruby,119
2010-07-30,universaldotnet,1
2010-07-30,x86mingw32,1
2010-07-30,x86mswin32,1
2010-07-31,ruby,68
2010-08-01,ruby,124
2010-08-02,ruby,158
2010-08-03,java,1
2010-08-03,ruby,162
2010-08-04,ruby,119
2010-08-05,java,1
2010-08-05,ruby,136
2010-08-05,x86mingw32,2
2010-08-05,x86mswin32,1
2010-08-06,java,1
2010-08-06,ruby,127
2010-08-06,x86mingw32,1
2010-08-06,x86mswin32,1
2010-08-07,java,3
2010-08-07,ruby,88
2010-08-08,ruby,151
2010-08-08,x86mingw32,1
2010-08-08,x86mswin32,1
2010-08-09,java,1
2010-08-09,ruby,167
2010-08-09,universaljava,1
2010-08-10,ruby,191
2010-08-10,universaldarwin,1
2010-08-11,ruby,202
2010-08-11,x86linux,1
2010-08-12,java,2
2010-08-12,ruby,170
2010-08-12,x86mswin32,1
2010-08-13,linux,1
2010-08-13,ruby,106
2010-08-13,x86mingw32,2
2010-08-13,x86mswin32,2
2010-08-14,ruby,104
2010-08-15,ruby,138
2010-08-15,x86mingw32,2
2010-08-15,x86mswin32,2
2010-08-16,ruby,193
2010-08-17,ruby,229
2010-08-17,x86linux,1
2010-08-17,x86mswin32,1
2010-08-18,java,1
2010-08-18,linux,1
2010-08-18,ruby,179
2010-08-19,ruby,183
2010-08-20,ruby,123
2010-08-20,x86mingw32,1
2010-08-20,x86mswin32,2
2010-08-21,java,1
2010-08-21,ruby,115
2010-08-22,ruby,155
2010-08-22,universaldarwin,1
2010-08-22,x86mingw32,1
2010-08-23,java,1
2010-08-23,ruby,198
2010-08-24,java,1
2010-08-24,ruby,179
2010-08-24,x86mingw32,1
2010-08-24,x86mswin32,1
2010-08-25,java,1
2010-08-25,ruby,179
2010-08-25,x86mingw32,1
2010-08-26,ruby,145
2010-08-26,x86mingw32,1
2010-08-27,ruby,145
2010-08-27,x86mingw32,1
2010-08-28,ruby,117
2010-08-28,x86mingw32,2
2010-08-28,x86mswin32,2
2010-08-29,java,1
2010-08-29,ruby,187
2010-08-29,x86_64linux,2
2010-08-29,x86darwin,1
2010-08-29,x86linux,1
2010-08-30,java,3
2010-08-30,ruby,174
2010-08-30,universaljava,1
2010-08-30,x86_64linux,1
2010-08-31,java,9
2010-08-31,ruby,201
2010-08-31,x86mingw32,2
2010-08-31,x86mswin32,2
2010-09-01,java,7
2010-09-01,linux,1
2010-09-01,ruby,203
2010-09-02,ruby,214
2010-09-03,ruby,160
2010-09-04,ruby,102
2010-09-05,ruby,145
2010-09-06,java,1
2010-09-06,ruby,113
2010-09-06,x86mingw32,1
2010-09-06,x86mswin32,1
2010-09-07,ruby,260
2010-09-07,universaldarwin,1
2010-09-07,x86mingw32,1
2010-09-08,java,3
2010-09-08,ruby,182
2010-09-08,x86mswin32,1
2010-09-09,java,1
2010-09-09,ruby,187
2010-09-10,ruby,128
2010-09-11,ruby,95
2010-09-11,x86mingw32,1
2010-09-12,java,1
2010-09-12,ruby,135
2010-09-12,universaldotnet,1
2010-09-12,x86mingw32,3
2010-09-12,x86mswin32,3
2010-09-13,ruby,185
2010-09-14,java,1
2010-09-14,ruby,191
2010-09-14,universaljava,1
2010-09-15,ruby,177
2010-09-15,x86mingw32,1
2010-09-16,java,1
2010-09-16,ruby,158
2010-09-16,universaljava,1
2010-09-16,x86mswin32,1
2010-09-17,ruby,115
2010-09-18,java,1
2010-09-18,ruby,82
2010-09-18,universaljava,1
2010-09-19,java,1
2010-09-19,ruby,130
2010-09-20,java,4
2010-09-20,ruby,180
2010-09-20,universaldotnet,2
2010-09-20,universaljava,1
2010-09-20,x86mingw32,4
2010-09-20,x86mswin32,4
2010-09-21,java,2
2010-09-21,ruby,160
2010-09-21,universaldotnet,1
2010-09-21,x86mingw32,1
2010-09-21,x86mswin32,2
2010-09-22,ruby,205
2010-09-23,linux,1
2010-09-23,ruby,171
2010-09-24,java,3
2010-09-24,ruby,152
2010-09-25,java,8
2010-09-25,ruby,102
2010-09-25,x86mingw32,2
2010-09-26,ruby,102
2010-09-26,x86mingw32,6
2010-09-26,x86mswin32,1
2010-09-27,java,11
2010-09-27,ruby,207
2010-09-28,java,1
2010-09-28,ruby,148
2010-09-28,x86mingw32,1
2010-09-29,ruby,183
2010-09-30,java,1
2010-09-30,ruby,164
2010-09-30,universaldotnet,1
2010-09-30,x86mingw32,2
2010-09-30,x86mswin32,2
2010-10-01,java,1
2010-10-01,ruby,122
2010-10-01,x86_64linux,2
2010-10-01,x86mingw32,1
2010-10-02,java,2
2010-10-02,ruby,96
2010-10-02,universaldotnet,2
2010-10-02,x86mingw32,4
2010-10-02,x86mswin32,2
2010-10-03,java,1
2010-10-03,ruby,141
2010-10-03,universaldotnet,1
2010-10-03,x86mingw32,4
2010-10-03,x86mswin32,4
2010-10-04,java,2
2010-10-04,ruby,175
2010-10-04,x86_64darwin,1
2010-10-04,x86mingw32,2
2010-10-04,x86mswin32,1
2010-10-05,ruby,191
2010-10-06,java,1
2010-10-06,ruby,183
2010-10-06,x86mingw32,1
2010-10-07,java,1
2010-10-07,ruby,197
2010-10-07,x86mingw32,4
2010-10-07,x86mswin32,1
2010-10-08,java,1
2010-10-08,ruby,148
2010-10-08,x86mingw32,3
2010-10-08,x86mswin32,3
2010-10-09,java,2
2010-10-09,ruby,113
2010-10-09,x86linux,1
2010-10-09,x86mingw32,2
2010-10-09,x86mswin32,1
2010-10-10,ruby,147
2010-10-10,x86mingw32,1
2010-10-10,x86mswin32,1
2010-10-11,java,2
2010-10-11,ruby,211
2010-10-11,x86mingw32,1
2010-10-11,x86mswin32,1
2010-10-12,ruby,185
2010-10-12,x86mingw32,1
2010-10-13,java,3
2010-10-13,ruby,195
2010-10-13,x86mingw32,1
2010-10-13,x86mswin32,3
2010-10-14,java,17
2010-10-14,ruby,194
2010-10-14,universaldotnet,1
2010-10-14,x86linux,1
2010-10-14,x86mingw32,2
2010-10-14,x86mswin32,3
2010-10-15,ruby,118
2010-10-15,x86mingw32,2
2010-10-15,x86mswin32,2
2010-10-16,ruby,145
2010-10-17,java,1
2010-10-17,ruby,159
2010-10-17,universaldotnet,2
2010-10-18,ruby,188
2010-10-18,x86mingw32,2
2010-10-18,x86mswin32,2
2010-10-19,java,1
2010-10-19,ruby,209
2010-10-19,x86mingw32,3
2010-10-19,x86mswin32,3
2010-10-20,java,9
2010-10-20,ruby,210
2010-10-20,x86mingw32,2
2010-10-20,x86mswin32,2
2010-10-21,java,4
2010-10-21,ruby,176
2010-10-21,x86mingw32,4
2010-10-21,x86mswin32,4
2010-10-22,ruby,155
2010-10-22,x86_64darwin,1
2010-10-22,x86mingw32,8
2010-10-22,x86mswin32,1
2010-10-23,ruby,133
2010-10-23,x86mingw32,8
2010-10-24,ruby,133
2010-10-24,x86mingw32,2
2010-10-24,x86mswin32,4
2010-10-25,ruby,190
2010-10-25,universaldarwin,2
2010-10-25,x86mingw32,1
2010-10-25,x86mswin32,1
2010-10-26,ruby,215
2010-10-26,x86mingw32,1
2010-10-26,x86mswin32,1
2010-10-27,java,1
2010-10-27,ruby,215
2010-10-27,x86mswin32,1
2010-10-28,java,1
2010-10-28,ruby,210
2010-10-28,x86mingw32,11
2010-10-28,x86mswin32,3
2010-10-29,java,1
2010-10-29,ruby,158
2010-10-29,x86mingw32,1
2010-10-29,x86mswin32,1
2010-10-30,java,2
2010-10-30,ruby,129
2010-10-30,x86mingw32,4
2010-10-30,x86mswin32,5
2010-10-31,ruby,113
2010-10-31,x86mingw32,6
2010-10-31,x86mswin32,6
2010-11-01,ruby,235
2010-11-01,universaldarwin,1
2010-11-01,x86mingw32,1
2010-11-02,java,1
2010-11-02,ruby,204
2010-11-03,java,2
2010-11-03,ruby,195
2010-11-03,x86mswin32,1
2010-11-04,ruby,202
2010-11-05,ruby,174
2010-11-06,ruby,113
2010-11-07,ruby,212
2010-11-08,ruby,222
2010-11-08,x86mingw32,1
2010-11-09,ruby,206
2010-11-09,x86cygwin,1
2010-11-10,ruby,151
2010-11-11,ruby,10
