gem_name,dependency_type,count
libxml-ruby-r19mingw,runtime,1
shield,runtime,1
sup,development,1
json-stream,runtime,1
schleyfox-ruby_kml,runtime,1
ezmobius-redis,runtime,1
dm-mysql-adapter,development,1
validation_reflection,development,1
mynyml-rack-accept-media-types,runtime,1
webget_ramp,runtime,1
mongodb-mongo_ext,runtime,1
radiant-drag-extension,runtime,1
dike,development,1
mynyml-redgreen,development,1
hash-access,runtime,1
firefox,runtime,1
webgen,runtime,1
capcode-base-couch_foo,runtime,1
davclient,runtime,1
OptionParser,development,1
webget_ruby_secure_random,runtime,1
dm-is-list,runtime,1
event_machine,development,1
unity,runtime,1
rockstar,runtime,1
Chronic,runtime,1
desert,runtime,1
neo4jr-simple,development,1
timer,runtime,1
slim,runtime,1
merb-core,development,1
console_editor,runtime,1
gcalapi,runtime,1
youthtree-js,runtime,1
pluginfactory,runtime,1
sonic_death_monkey,runtime,1
youpy-ruby-echonest,runtime,1
ruby-mpfr,runtime,1
mutagem,runtime,1
expect,runtime,1
pkg-config,development,1
elevation_event_calendar,runtime,1
FakeWeb,development,1
chrislloyd-fancypath,runtime,1
acts_as_audited_rails3,runtime,1
activequeue,runtime,1
rfeedfinder,runtime,1
prototype,runtime,1
iso_country_codes,runtime,1
paginate,development,1
rack-rescue,runtime,1
bouncy-castle-java,runtime,1
spec/more,development,1
dummy_urls,runtime,1
bone,runtime,1
ohm-contrib,development,1
load-me,development,1
vidibus-secure,runtime,1
xpath,runtime,1
commondream-google-spreadsheet-ruby,runtime,1
dynamic_form,runtime,1
test-unit-notify,runtime,1
ruby_archive,runtime,1
pakada0-dispatch,runtime,1
serve,runtime,1
ruby2c,runtime,1
ontomde-demo-bpm,runtime,1
rturk,development,1
compass-960-plugin,runtime,1
statemachine,runtime,1
lazytools,runtime,1
runarray,runtime,1
timely,runtime,1
notifo,runtime,1
vidibus-core_extensions,runtime,1
create-rails-dev-db,runtime,1
rcodetools,runtime,1
dressmaker,runtime,1
rgd2-ffij,development,1
hydra,runtime,1
globalog,runtime,1
texplay,runtime,1
acts_as_mongo_taggable,runtime,1
scissor,runtime,1
ontomde-demos,runtime,1
engineyard-eycap,runtime,1
data_miner-ruby19,runtime,1
capcode-render-webdav,runtime,1
fancy_irb,runtime,1
bkerley-affine,runtime,1
bluepill,runtime,1
rong-elements,runtime,1
colors,runtime,1
rext,runtime,1
hoe-gemcutter,development,1
resque_unit,development,1
composite_primary_keys,runtime,1
acts_as_tree,development,1
rubycas-client,development,1
pluginaweek-state_machine,runtime,1
knut_tools,development,1
rubyrdf,runtime,1
honkster-erector,runtime,1
optionize,runtime,1
bioruby,runtime,1
excon,development,1
iniparse,runtime,1
rjack-httpclient-3,runtime,1
minimal,runtime,1
upc,runtime,1
renfield,runtime,1
unageanu-clickclient_scrap,runtime,1
devise_openid_authenticatable,runtime,1
box,development,1
crowd-stefanwille,runtime,1
acts_as_solr_reloaded,runtime,1
epistle-monger,runtime,1
twss,runtime,1
polyrex-schema,runtime,1
progressions-g,runtime,1
koi-reference-parser,runtime,1
postmark,runtime,1
FaceToFace,runtime,1
rack-facebook,runtime,1
termtter,runtime,1
ruby-ftd2xx,runtime,1
couch_surfer,runtime,1
bcms_support,development,1
rbook-bisac,runtime,1
boson,runtime,1
php-serialize,runtime,1
ensign_erratic,runtime,1
rconfig,runtime,1
rufus-rtm,runtime,1
peterwald-git,runtime,1
getoptions,runtime,1
dbd-adonet,runtime,1
hoopla-savon,runtime,1
rack-sprockets,runtime,1
date_time-duration,runtime,1
subtle-dynamic_icon,runtime,1
business_time,runtime,1
jruby-hazelcast,runtime,1
maca-fork-csspool,runtime,1
event_hook,runtime,1
hbase-thrift,runtime,1
currencies,runtime,1
numerizer,runtime,1
rack-rewrite,runtime,1
batch,development,1
emitter-ruby19,runtime,1
restfulx,runtime,1
genspec,development,1
scotttam-resque,runtime,1
rake-hooks,runtime,1
"[""nokogiri"", ""dm-core"", ""dm-types"", ""dm-validations""]",development,1
mailtrap,development,1
bloopsaphone,runtime,1
nbtfile,runtime,1
velir_kaltura-ruby,runtime,1
net/http,runtime,1
ruby-openid,development,1
cursesx,runtime,1
lachie-tapp,runtime,1
jm81-svn-fixture,runtime,1
rxsd,runtime,1
r18n-rails-api,runtime,1
couchrest_extended_document,development,1
ddollar-preferences,runtime,1
blockenspiel,development,1
fast_xs,runtime,1
commonservicelocator,runtime,1
baconmocha,development,1
calais,runtime,1
titlecase,runtime,1
aws,development,1
gash,runtime,1
rails_sql_views,runtime,1
more,development,1
bitcache,runtime,1
action_mailer,development,1
rtfm,development,1
simplews,runtime,1
sbdb,runtime,1
hash_set_operators,runtime,1
get_args,runtime,1
>= 0.5,runtime,1
tamtam,runtime,1
oai,runtime,1
Pr0d1r2-active_record_geocodable,development,1
test_inline,runtime,1
sweet,runtime,1
chingu,runtime,1
spox-ultraviolet,runtime,1
feedzirra,development,1
cuba,development,1
quick_magick,development,1
win32-process,development,1
griddle,runtime,1
crystal_ext,runtime,1
acts_as_ferret,runtime,1
rallhook,runtime,1
curl_ffi,runtime,1
anise,runtime,1
gem-release,development,1
samlown-couchrest,runtime,1
rubi18n,runtime,1
ironruby-dbi,runtime,1
erbook,development,1
globalize3,runtime,1
peterpunk-mhash,runtime,1
prawn-layout,development,1
river,runtime,1
capcode-render-mustache,runtime,1
bmabey-email_spec,runtime,1
win32-event,runtime,1
flukso4r,runtime,1
remarkable_activemodel,development,1
dicom,runtime,1
libxosd2-ruby,runtime,1
tcpsocket-wait,development,1
ninject,runtime,1
usage,runtime,1
threach,runtime,1
xml-simple,development,1
visionmedia-tagz,runtime,1
libxml4r,runtime,1
rgen,runtime,1
lame_adapter,runtime,1
trout,runtime,1
Shoulda,runtime,1
earworm,runtime,1
lsof,runtime,1
johnson,development,1
dummy_data,runtime,1
simpleemail,runtime,1
llip,runtime,1
tlattr_accessors,runtime,1
hike,runtime,1
sinatra-extension,runtime,1
devise,development,1
rails_appengine,runtime,1
yajil-ruby,runtime,1
net-dns,development,1
serenity,development,1
action_view,development,1
weary,development,1
chartbeat,runtime,1
gdbm,runtime,1
backports,development,1
versions,runtime,1
actionmailer-with-request,runtime,1
usesguid,runtime,1
r18n-desktop,runtime,1
text-table,runtime,1
remi-simplecli,runtime,1
radiustar,runtime,1
capcode-render-coffee-script,runtime,1
loose_tight_dictionary,runtime,1
mattetti-googlecharts,runtime,1
posixlock,runtime,1
guard,development,1
opscode-rest,runtime,1
guessmethod,runtime,1
awesome_nested_set_jrmurad,runtime,1
childprocess,runtime,1
cucumber-sinatra,development,1
source_control,runtime,1
famoseagle-carrot,runtime,1
midas-guilded,development,1
rinject,runtime,1
decent_exposure,runtime,1
fadvise,runtime,1
integrator,runtime,1
infinity_test,development,1
call_stack,runtime,1
omnifocus,runtime,1
systemu_j,runtime,1
socket_accept_filter,runtime,1
semanticgap_date_time_form,runtime,1
validates_email_format_of,runtime,1
openpgp,runtime,1
faster_csv,runtime,1
rschenk-simple_uri_template,runtime,1
mcmire-matchy,runtime,1
agree2,runtime,1
hodel_3000_compliant_logger,runtime,1
defined-by,runtime,1
dynarex,runtime,1
glob_fu,runtime,1
retrograph,runtime,1
redcloth,development,1
mongo_mapper-rails3,development,1
spruz,runtime,1
grep,runtime,1
awesome_nested_set,runtime,1
babelphish,runtime,1
rich_units,runtime,1
watirsplash,runtime,1
ymdp_generator,runtime,1
ruby-gd,development,1
git_store,runtime,1
opengotham-rtranslate,runtime,1
pidify,runtime,1
MARQ,runtime,1
Dependency,runtime,1
smparkes-eventmachine,runtime,1
resque-access_worker_from_job,runtime,1
signature,runtime,1
ruby-fsevent,runtime,1
http_request.rb,runtime,1
flickr-rest,runtime,1
sevenwire-rest-client,runtime,1
rvk,runtime,1
seamusabshere-errata,runtime,1
tumblr-rb,runtime,1
rextra,runtime,1
sprout-flashplayer-tool,runtime,1
cosell,runtime,1
dirb,development,1
ruby_protobuf,development,1
lazy,runtime,1
ruby-libvirt,runtime,1
valdemaximus-xx,runtime,1
generator_extensions,development,1
test-unit-runner-tk,runtime,1
rack-bug,runtime,1
flickr_fu,development,1
youpy-scissor,runtime,1
formvalidator,runtime,1
differ,runtime,1
safe_eval,runtime,1
pauldix-sax-machine,runtime,1
table_for,runtime,1
"[""RubyInline""]",runtime,1
qed,runtime,1
ruby_gpg,runtime,1
called_from,runtime,1
micronaut,runtime,1
devver-right_http_connection,runtime,1
notprawn-layout,runtime,1
rogerdpack-sane,runtime,1
abstract-interface,runtime,1
tzinfo,development,1
xbel,runtime,1
rubysspi-server,runtime,1
luigi-httparty,runtime,1
xiacc,runtime,1
commandant,runtime,1
ae,runtime,1
rcodetools,development,1
yuicompressor,runtime,1
ruby-cymbol,runtime,1
cli,runtime,1
mongo_scope,runtime,1
asset_timestamps_cache,runtime,1
rtals,development,1
nanotest,runtime,1
classy-inheritance,runtime,1
smparkes-envjs,runtime,1
radiant-shop-extension,runtime,1
rspecsinatra,development,1
rails_best_practices,runtime,1
eco_apps,runtime,1
fpdf,runtime,1
mapel,runtime,1
muck-contents,runtime,1
grosser-rpx_now,runtime,1
alchemist,runtime,1
creditcard,runtime,1
tree_visitor,runtime,1
allison,development,1
send_nsca,runtime,1
spicycode-micronaut,development,1
twibot,runtime,1
rdf-do,runtime,1
rb-trace,runtime,1
appoxy_api,runtime,1
r43,runtime,1
jsmin_c,runtime,1
attribute_normalizer,runtime,1
maven_gem,runtime,1
tenderlove-frex,development,1
version_sorter,runtime,1
jruby-ehcache,runtime,1
highlogger,runtime,1
libxml,runtime,1
pure,runtime,1
joffice,runtime,1
subdomain-fu,runtime,1
padrino,runtime,1
sexy_validations,runtime,1
eycap,runtime,1
columnize,development,1
growl,development,1
pcap,runtime,1
sparkviewengine,runtime,1
flying_saucer,runtime,1
foca-storyteller,development,1
pit,development,1
win_gui,runtime,1
fast_hash_ring,runtime,1
wizardwerdna-pluggable,runtime,1
sortable_table,runtime,1
rid-export,runtime,1
savon-xaop,runtime,1
net-sftp,development,1
alpha,runtime,1
radiant-forum-extension,runtime,1
rjack-commons-pool,runtime,1
lunar,development,1
notify,runtime,1
eeepub,runtime,1
x,runtime,1
punch,runtime,1
collectiveidea-delayed_job,runtime,1
test_equality_with_lcs,development,1
bob,runtime,1
DBcache,runtime,1
meekish-openid_dm_store,runtime,1
ruby-sqlite,development,1
validatable,development,1
visionmedia-user-agent,runtime,1
vmbuilder_plugins,runtime,1
Ruby2C,runtime,1
fmod,runtime,1
RubyExt,runtime,1
rghost_barcode,runtime,1
mkdtemp,development,1
public_suffix_service,runtime,1
FreedomCoder-rubyzip,runtime,1
rake-test,development,1
opencv,runtime,1
autotest-screen,development,1
rUtilAnts,runtime,1
bencode,runtime,1
iconv,runtime,1
l2p,runtime,1
parndt-acts_as_tree,runtime,1
apetag,runtime,1
muck-feedbag,runtime,1
buildr,development,1
activegraph,runtime,1
reliable-msg,runtime,1
sergeant_simple,runtime,1
rfc822,runtime,1
sinatra-authorization,runtime,1
rightscale-api,runtime,1
Pr0d1r2-active_record_connectionless,development,1
rack-throttle,runtime,1
watcher,runtime,1
slugged,runtime,1
sr-mg,development,1
mocha-protest-integration,development,1
acts_as_commentable,runtime,1
transmission-client,runtime,1
feedbag,runtime,1
queuehash,runtime,1
esi_attribute_language,runtime,1
app-ctx,runtime,1
remarkable_activerecord,development,1
extjs-mvc,runtime,1
socky-client,runtime,1
nuatt_sunspot,runtime,1
ore-core,runtime,1
dm-transactions,development,1
github,development,1
subj3ct,runtime,1
xapian-fu,runtime,1
weakling,runtime,1
simple_rest,runtime,1
ruby-dtrace,runtime,1
rack-flash,development,1
rubyzip,development,1
peanuts,development,1
uss_monte_carlo,runtime,1
bones-rubyforge,runtime,1
core,runtime,1
common.logging,runtime,1
waves,runtime,1
rubygems-bug-child,runtime,1
pb,runtime,1
clarity,runtime,1
jchris-couchrest,runtime,1
plastic,runtime,1
shout-bot,runtime,1
epubcheck,development,1
sinatra-sessionography,development,1
ruby-fann,runtime,1
yammer4r,runtime,1
transporter,runtime,1
common,runtime,1
string_replacer,runtime,1
Ron,runtime,1
rtags,runtime,1
metaid,development,1
color_namer,runtime,1
dm-mongo-adapter,runtime,1
marcandre-backports,runtime,1
jsl-moneta,runtime,1
naturalsort,runtime,1
vidibus-routing_error,runtime,1
Empact-authlogic,runtime,1
rpv_core,runtime,1
couch_foo,runtime,1
plurk,runtime,1
rear_admiral_randy,runtime,1
chicago,development,1
locomotive_mongoid_acts_as_tree,runtime,1
capistrano >= 2.1.0,runtime,1
ftpfxp,runtime,1
simply_useful,runtime,1
thoth,runtime,1
mongomapper,development,1
rrr,runtime,1
auto-terminal,runtime,1
malt,runtime,1
radiant-users-extension,runtime,1
fast_require,runtime,1
easyprompt,runtime,1
bowline-bundler,runtime,1
language,runtime,1
markup_validity,development,1
serviceproxy,runtime,1
rbook-pacstream,runtime,1
jakewendt-ruby_extension,runtime,1
yact,development,1
linecache,development,1
fireeagle,runtime,1
clap,runtime,1
nitro,runtime,1
natural_time,development,1
redis-rb,runtime,1
pending,runtime,1
jason-o-matic-drbfire,runtime,1
ontomde-redland-win,runtime,1
simple-daemon,development,1
cohort_scope,development,1
rcapture,runtime,1
rbkb,runtime,1
ruby-informix,runtime,1
mitchellh-lightcloud,runtime,1
socky-server,runtime,1
win32console,development,1
bigrecord-driver,runtime,1
lightrdf,development,1
net-snarl,runtime,1
rjack-commons-codec,runtime,1
kagemusha,development,1
factorylabs-adapter_extensions,runtime,1
ruote-kit,runtime,1
rb-pcap,runtime,1
part_of_speech,runtime,1
senotrusov-ruby-toolkit,runtime,1
stringray,development,1
koi-vm-ruby,runtime,1
davidrichards-just_enumerable_stats,runtime,1
socksify,runtime,1
redparse,development,1
braintree,runtime,1
gopt,runtime,1
rsvg2,runtime,1
corsets,runtime,1
wopen3,development,1
steak,development,1
ymdt,runtime,1
humanize,runtime,1
loose_tight_dictionary-ruby19,runtime,1
line-tree,runtime,1
time_travel,development,1
requested,runtime,1
ruby-net-ldap,development,1
muck-activities,runtime,1
0.3.0,runtime,1
terminal_markup,runtime,1
capcode-render-redirect,runtime,1
jekyll-rendering,runtime,1
sys-filesystem,development,1
dhkeyexchange,runtime,1
rdfa_parser,runtime,1
actioncontroller,runtime,1
memcached-northscale,runtime,1
strongtyping,runtime,1
fluxx_crm,runtime,1
>= 1.1.1,runtime,1
spk-html5,runtime,1
cuke-test,development,1
selenium-client,development,1
testy,development,1
ruby_core_source,development,1
sys-admin,development,1
ontomde-uml2-crank,runtime,1
epic,runtime,1
sketches,runtime,1
win32-security,runtime,1
signupto,runtime,1
cover_me,development,1
streamio-ffmpeg,runtime,1
PageTemplate,runtime,1
textpow19,runtime,1
wrapt,runtime,1
concurrent,runtime,1
jfcouture-xmpp4r-simple,runtime,1
rak,runtime,1
nested_set,runtime,1
flickraw-cached,runtime,1
sinatra-effigy,runtime,1
plist4r,runtime,1
rackamole,runtime,1
ruby-sdl-ffi,runtime,1
selenium-rc,runtime,1
evma_xmlpushparser,runtime,1
whois,development,1
transmission,runtime,1
crystal,runtime,1
foca-sinatra-ditties,runtime,1
select,runtime,1
seanohalpin-smqueue,runtime,1
klarlack,runtime,1
coffee_machine,runtime,1
context,development,1
rbench,development,1
choice,development,1
flexsdk-tasks,runtime,1
progressions-basepath,runtime,1
rb-appscript,development,1
ruby-backports,runtime,1
mattmatt-validatable,runtime,1
rgrove-sanitize,runtime,1
psp_task,development,1
jwagener-multipart-post,runtime,1
math_ml,runtime,1
rexml,development,1
postgres-pr,runtime,1
bmabey-fakefs,development,1
rinruby,runtime,1
dm-rest-adapter,runtime,1
fizx-robots,runtime,1
progress-monitor,runtime,1
rujitsu,runtime,1
test-unit-runner-fox,runtime,1
simple-statistics,runtime,1
pit,runtime,1
machinist_mongo,development,1
XMLCanonicalizer,runtime,1
io-reactor,runtime,1
childlabor,runtime,1
static_record_cache,runtime,1
uwa,runtime,1
rexleparser,runtime,1
rserve-client,runtime,1
uagent,runtime,1
giraffesoft-resource_controller,runtime,1
os,runtime,1
jakewendt-authorized,runtime,1
rdp-rmagick,development,1
failtale-reporter,runtime,1
block-html,runtime,1
tagged_logger,runtime,1
rdfbus,runtime,1
coulda,development,1
yardstick,development,1
deep_test,runtime,1
sys-cpu,runtime,1
gsl,runtime,1
hexoid,runtime,1
commodore_cox,runtime,1
rtmapi,runtime,1
mbleigh-acts-as-taggable-on,runtime,1
mimic,development,1
xmp-simple,runtime,1
lokar,development,1
siren,runtime,1
openid,runtime,1
dm-is-awesome_set,runtime,1
acl9,runtime,1
cloudbridge,runtime,1
fcgi,development,1
anybase,runtime,1
reversible_data,development,1
gravitext-util,development,1
test-unit-runner-gtk2,runtime,1
sevenwire-forgery,runtime,1
polyrex-createobject,runtime,1
sort_alphabetical,runtime,1
multi,runtime,1
rack-oauth,runtime,1
rqrencoder,runtime,1
yaml,development,1
yrb,runtime,1
jakewendt-calnet_authenticated,runtime,1
capcode-render-sass,runtime,1
longurl,runtime,1
abstract,development,1
bcat,runtime,1
observables,runtime,1
rid-fn,runtime,1
invoicing,runtime,1
ruby-recaptcha,runtime,1
spockets,runtime,1
github,runtime,1
rubikon,runtime,1
sentient_user,runtime,1
ore-core,development,1
shvets-google_translate,runtime,1
mario,runtime,1
orichalcum,runtime,1
ruby-xslt,runtime,1
popen4,development,1
radamanthus-skates,runtime,1
winrm,runtime,1
gchart,runtime,1
jcode,runtime,1
snapurl,runtime,1
technicalpickles-shoulda,development,1
lawnchair,runtime,1
html_min,runtime,1
jakewendt-assert_this_and_that,runtime,1
friendly_id,development,1
riel,runtime,1
adhearsion,runtime,1
eventbright,runtime,1
rack-google-analytics,runtime,1
activemodel,development,1
interval,runtime,1
tempdir,runtime,1
uuid,development,1
atom-tools,development,1
andre-geokit,runtime,1
grempe-amazon-ec2,runtime,1
spatial_adapter,runtime,1
delorean,development,1
linecache19,runtime,1
oauth-active-resource,runtime,1
em-http-oauth-request,runtime,1
every,development,1
capcode-render-json,runtime,1
netzke-basepack,runtime,1
remarkable_rails,runtime,1
francois-shoulda,development,1
forkoff,runtime,1
ruby-unix-now,runtime,1
sqs,runtime,1
sanitize-url,runtime,1
mspec,runtime,1
nayutaya-active-form,runtime,1
geoutm,runtime,1
lightcsv,runtime,1
scaffolding_extensions,development,1
cri,runtime,1
rake-remote_task,runtime,1
signed_json,runtime,1
dkastner-taps,runtime,1
rerun,runtime,1
rspec_spinner,runtime,1
mvcturbine,runtime,1
point,runtime,1
rails_product,runtime,1
echoe,runtime,1
ActionTimer,runtime,1
mapricot,runtime,1
firewatir>= 1.6.5,runtime,1
activerecord-jdbcsqlite3-adapter,development,1
win32rc,runtime,1
spy-vs-spy,runtime,1
push-notify,runtime,1
dotless,runtime,1
xmppr4-simple,development,1
ym4r,runtime,1
kronn-has_many_polymorphs,runtime,1
flat_hash,runtime,1
month,runtime,1
ruby-openid-apps-discovery,runtime,1
ontomde-demo-acegi,runtime,1
gruff,development,1
jake,runtime,1
spawn,development,1
resque-lock-timeout,runtime,1
ftp_sync,runtime,1
bananajour,runtime,1
inploy,runtime,1
engineyard,runtime,1
mongomapper-devise,runtime,1
netvibes,runtime,1
redis-namespace,development,1
jsdoc-toolkit,development,1
configurability,runtime,1
englishext,runtime,1
delayed_job_mongoid,runtime,1
json-jruby,development,1
fast-aes,runtime,1
hive,runtime,1
sys-proctable,development,1
capcode-render-markaby,runtime,1
robustthread,development,1
ey-flex,runtime,1
spoon,runtime,1
lightrdf,runtime,1
capybara-envjs,development,1
adva-core,runtime,1
qtbindings,runtime,1
ydd,runtime,1
jettr,runtime,1
tagtreescanner,runtime,1
ruby2ruby,development,1
mongoid_adjust,runtime,1
restclient,development,1
rubydoctest,development,1
alphadecimal,runtime,1
ruote-amqp,runtime,1
slimtimer4r,runtime,1
UPnP,runtime,1
sinatra-assets,runtime,1
orangutan,development,1
artifice,runtime,1
xml-object,development,1
ontomde,runtime,1
recaptcha,runtime,1
wss4r,runtime,1
rubiii-apricoteatsgorilla,runtime,1
hoe-telicopter,development,1
deep_clonable,runtime,1
trainbbcode,runtime,1
ParseTreeReloaded,runtime,1
gem_patching,development,1
schacon-grit,runtime,1
ffi-packets,runtime,1
poliqarpr,runtime,1
serializable_proc,runtime,1
linecache-tf,runtime,1
mm-multi-parameter-attributes,runtime,1
mynyml-rack-abstract-format,runtime,1
simple_pid,runtime,1
adhoc,runtime,1
pr_geohash,runtime,1
whois,runtime,1
text/reform,runtime,1
qpid,runtime,1
skates,runtime,1
emitter,development,1
racksh,development,1
edi4r,runtime,1
faraday-middleware,runtime,1
hoe-bundler,development,1
mast,runtime,1
sprockets,development,1
gem-man,runtime,1
weak_hash,runtime,1
pcaprub,development,1
qtruby4,runtime,1
pyu-ntlm-http,runtime,1
reference_tracking,runtime,1
sinatra-default_charset,runtime,1
qui-index-table,runtime,1
oklahoma_mixer,runtime,1
dynarex-blog,runtime,1
context,runtime,1
http_connection,runtime,1
merb-datamapper,runtime,1
currentcost,runtime,1
yogo-operation,runtime,1
snapshots,runtime,1
worker,runtime,1
requested,development,1
drx,runtime,1
distance_measures,runtime,1
dojo_src,runtime,1
atoulme-Antwrap,runtime,1
isolate-scenarios,development,1
rid-init,runtime,1
rosc,development,1
jquery_client,runtime,1
mail_processor,runtime,1
escape,development,1
resh,runtime,1
tracepoint,runtime,1
randgen,runtime,1
builder>= 2.1.2,runtime,1
cql-ruby,runtime,1
rocket-core,runtime,1
assert2,development,1
ssoroka_takes_the_win,runtime,1
ephemeral_response,development,1
rack_referral,runtime,1
gdkpixbuf,runtime,1
adsf,runtime,1
drc_client,development,1
rscribd,runtime,1
extra,runtime,1
francois-rest-client,runtime,1
use,runtime,1
HighLine,runtime,1
rparsec,runtime,1
rdfobjects,runtime,1
sutto-oauth,runtime,1
rake-tasks,runtime,1
tokyocabinet,runtime,1
bellmyer-hydra,runtime,1
narray,development,1
okkez-open_id_authentication,runtime,1
ronin-gen,runtime,1
rack-jsonp,runtime,1
ruby-xml-smart,runtime,1
asunit4,development,1
cronedit,runtime,1
bivouac,runtime,1
visionmedia-bind,runtime,1
image_science,development,1
xmlobject,runtime,1
handsoap,development,1
fizx-parsley-ruby,runtime,1
kdonovan-happymapper,runtime,1
rd_unobtrusive_date_picker,runtime,1
rjack-xerces,runtime,1
ontomde-demo-java5,runtime,1
jruby-ldap,runtime,1
optimus-prime,runtime,1
ruby-postgres,runtime,1
glennr-posterous,runtime,1
rdbi-driver-mock,development,1
dm-observer,development,1
rdf-mapper,runtime,1
actionview,runtime,1
collections,runtime,1
postbox,runtime,1
net-ldap,development,1
toholio-serialport,runtime,1
capcode-render-haml,runtime,1
net-loc,runtime,1
vidibus-uuid,runtime,1
tropo_message,runtime,1
capcode-base-couchrest,runtime,1
win32-mmap,development,1
foca-sinatra-diddies,runtime,1
shouldamocha,development,1
mockfs,runtime,1
fakeweb-matcher,development,1
radiant,development,1
merb_full_url,development,1
pom,runtime,1
jakewendt-simply_authorized,runtime,1
cehoffman-sinatra-respond_to,runtime,1
rb-appscript>= 0.5.3,runtime,1
sparrow,runtime,1
ddao-kwalify,runtime,1
org-ruby,development,1
texel-lighthouse-api,runtime,1
xh5-twitter-stream,runtime,1
pvande-differ,runtime,1
mcmire-openhash,development,1
jrexml,runtime,1
dm-appengine,runtime,1
url_escape,runtime,1
rtomayko-rdiscount,runtime,1
ansi,development,1
nifty-generators,runtime,1
tiny_ds,runtime,1
httpauth,runtime,1
juggernaut,runtime,1
pelle-oauth,runtime,1
dot11,runtime,1
san,runtime,1
geohash,runtime,1
rex,runtime,1
sys-uname,development,1
pluggable,development,1
mocoso-snapurl,runtime,1
edgar-twitter-search,runtime,1
capcode-render-static,runtime,1
isaac,development,1
amee-ruby,development,1
to_json_fix,development,1
enumerated_attribute,runtime,1
css_parser_master,runtime,1
webget_ruby_dsl_error,runtime,1
factorylabs-auto_tagger,runtime,1
thor-cheese,runtime,1
drogus-oauth,runtime,1
memcache_do,runtime,1
rbbt,runtime,1
tanzeeb-rufus-scheduler,runtime,1
composite,runtime,1
rpeg-markdown,runtime,1
nirvdrum-amazon-ec2,runtime,1
nettica,runtime,1
ruby-ffi,runtime,1
mimetype-fu,runtime,1
creole,runtime,1
shellshot,runtime,1
opengotham_redis-namespace,runtime,1
library_stdnums,runtime,1
unroller,runtime,1
RequirePaths,runtime,1
acts_as_versioned,runtime,1
advisable,runtime,1
rdbi-dbrc,development,1
ruby-libnotify,runtime,1
sqldsl,runtime,1
hangman_letter_letdown,runtime,1
methodcache,runtime,1
mongo_mapper_ign,runtime,1
eim_xml,runtime,1
capcode-render-binary,runtime,1
peterpunk-mhash,development,1
optparse-defaults,runtime,1
webrick-webdav,development,1
git-deploy,runtime,1
gatekeeper,runtime,1
zmqmachine,runtime,1
splat,development,1
plist,development,1
erbook,runtime,1
bob-test,development,1
rubytorrent,runtime,1
geoweb,runtime,1
applescript,runtime,1
jordi-xml-object,runtime,1
ruby_http_parser,runtime,1
jakewendt-simply_pages,runtime,1
Caged-lighthouse-api,runtime,1
unindent,development,1
systeminformation,runtime,1
rspec-rails-matchers,development,1
rubyful_soup,runtime,1
radius,development,1
juliocesar-harmony,development,1
tcpsocket-wait,runtime,1
castle.windsor,runtime,1
sinarta,development,1
s33r,runtime,1
rubberband,runtime,1
hpriocot,runtime,1
progressbar,development,1
carps,runtime,1
rbook-onix,runtime,1
rbook-titlepage,runtime,1
effigy,runtime,1
onfire,runtime,1
nested_hash_tricks,runtime,1
ontomde-demo-flex,runtime,1
feed_tools,runtime,1
icanhasaudio,runtime,1
enumerable-proxy,runtime,1
rules_engine,runtime,1
vestal_versions,development,1
imw,runtime,1
akm-selectable_attr,runtime,1
forgery,runtime,1
glebm-nokogiri,runtime,1
julien51-sax-machine,runtime,1
ruby-treemap,runtime,1
tenjin,runtime,1
inherited_views,runtime,1
rid-dd,runtime,1
fcsh,runtime,1
h2o,runtime,1
autotest-rails,runtime,1
symphony_cookbook,runtime,1
kinda-core,runtime,1
orange-more,runtime,1
osc,runtime,1
warden_oauth,runtime,1
passport,runtime,1
syckle,development,1
unicorn,development,1
utilio,development,1
ticgit,runtime,1
rand,runtime,1
reactive-core,runtime,1
konfigurator,runtime,1
em-mysql,runtime,1
common-pool,runtime,1
bacon-bits,development,1
split_logger,runtime,1
typestrict,runtime,1
ultrasphinx,runtime,1
auth-hmac,runtime,1
em-beanstalk,runtime,1
terminal-table,development,1
ya2yaml,development,1
one_inch_punch,runtime,1
lilypad,runtime,1
paperclip,development,1
rubypeg,runtime,1
prawn-format,development,1
kerryb-right_http_connection,runtime,1
mogilefs-client,runtime,1
inherited_resources,development,1
ruby-odbc,runtime,1
nanotest_extensions,development,1
net-mdns,runtime,1
spree_promo,runtime,1
ae,development,1
noodall-ui,runtime,1
rogerdpack-arguments,runtime,1
configify,runtime,1
formatize,runtime,1
rspec-fixture,development,1
autoloader,runtime,1
color_debug_messages,runtime,1
wxruby-ruby19,runtime,1
simplecov-html,development,1
imgur,runtime,1
optparse,runtime,1
postage,runtime,1
openlogic-resourceful,runtime,1
osmlib-base,runtime,1
sevenwire-http_client,runtime,1
gattica,runtime,1
terminal_table,runtime,1
joshua_son_of_nun,runtime,1
robot-army,runtime,1
levenshtein,runtime,1
all-your-base,runtime,1
Markaby,runtime,1
tarruby,runtime,1
king_hmac,runtime,1
kramdown,development,1
code_stats,development,1
"facets >=2.0.0
",runtime,1
cssmin,development,1
wmainfo-rb,runtime,1
fold,runtime,1
Cartesian,runtime,1
CFPropertyList,runtime,1
GraphvizR,runtime,1
markbates-split_logger,runtime,1
geocoder,runtime,1
camping_generator,runtime,1
ruby-rpm,runtime,1
eventmachine-eventmachine,runtime,1
wireframe-jira4r,runtime,1
